frame,t,rz,pgz,roll,pitch,yaw,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf_name,top_cf_val,bz_min,bz_min_name
87,1.74,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049766616895795,18.035446166992188,22.929329,0.0,,507.10144,507.10144,0,left_ankle_roll_link,507.10144,0.030985959,left_ankle_roll_link
88,1.76,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497723957523704,18.03124237060547,22.925343,0.0,,510.67023,503.40332,0,left_ankle_roll_link,510.67023,0.030985875,left_ankle_roll_link
89,1.78,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497891874983907,18.035444259643555,22.927038,0.0,,507.0749,507.0749,0,left_ankle_roll_link,507.0749,0.030985884,left_ankle_roll_link
90,1.8,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30498036509379745,18.031251907348633,22.927368,0.0,,510.66098,503.4351,0,left_ankle_roll_link,510.66098,0.030985985,left_ankle_roll_link
91,1.82,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.304977236315608,18.035449981689453,22.927061,0.0,,507.05176,507.05176,0,left_ankle_roll_link,507.05176,0.030985845,left_ankle_roll_link
92,1.84,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049772405065596,18.0312442779541,22.929565,0.0,,507.0791,507.0791,0,left_ankle_roll_link,507.0791,0.030985946,left_ankle_roll_link
93,1.86,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.3049769578501582,18.035446166992188,22.928663,0.0,,507.03625,507.03625,0,left_ankle_roll_link,507.03625,0.030985966,left_ankle_roll_link
94,1.8800000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.304978184401989,18.031251907348633,22.927309,0.0,,510.786,503.48724,0,left_ankle_roll_link,510.786,0.030985957,left_ankle_roll_link
95,1.9000000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497784400358796,18.035442352294922,22.926615,0.0,,507.09326,507.09326,0,left_ankle_roll_link,507.09326,0.030985892,left_ankle_roll_link
96,1.92,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497979279607534,18.03125,22.927572,0.0,,507.01468,507.01468,0,left_ankle_roll_link,507.01468,0.030985871,left_ankle_roll_link
97,1.94,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497726798057556,18.03544044494629,22.927221,0.0,,507.12927,507.12927,0,left_ankle_roll_link,507.12927,0.030985912,left_ankle_roll_link
